"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CLSD","Clearside Biomedical, Inc.","10.69","$341.51M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","2","$42.72M","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clir",
"CLIRW","ClearSign Combustion Corporation","0.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clirw",
"CLW","Clearwater Paper Corporation","23.1","$380.25M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/clw",
"CMTA","Clementia Pharmaceuticals Inc.","13.16","$417.4M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","2.46","$27.79M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/cbli",
"CLF","Cleveland-Cliffs Inc.","8.43","$2.51B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/clf",
"CLPR","Clipper Realty Inc.","8.54","$152.12M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clpr",
"CLX","Clorox Company (The)","135.25","$17.52B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/clx",
"CLD","Cloud Peak Energy Inc","3.49","$264.44M","2009","Energy","Coal Mining","https://www.nasdaq.com/symbol/cld",
"CLDR","Cloudera, Inc.","13.64","$2.02B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cldr",
"GLV","Clough Global Dividend and Income Fund","12.45","$87.23M","2004","n/a","n/a","https://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","14.31","$157.78M","2005","n/a","n/a","https://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","10.98","$353.82M","2006","n/a","n/a","https://www.nasdaq.com/symbol/glo",
"CLVS","Clovis Oncology, Inc.","45.47","$2.39B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","12.95","$172.11M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/clps",
"CMFN","CM Finance Inc","8.9","$121.86M","2014","n/a","n/a","https://www.nasdaq.com/symbol/cmfn",
"CMSS","CM Seven Star Acquisition Corporation","9.89","$60.04M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.32","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.35","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.395","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","163.92","$55.82B","2002","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cme",
"CMS","CMS Energy Corporation","47.28","$13.36B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","102.4597","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","24.89","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsa",
"CNA","CNA Financial Corporation","45.68","$12.4B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cna",
"CCNE","CNB Financial Corporation","30.06","$459.49M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccne",
"CNHI","CNH Industrial N.V.","10.53","$14.29B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cnhi",
"CNO","CNO Financial Group, Inc.","19.04","$3.19B","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/cno",
"CEO","CNOOC Limited","171.24","$1.73B","2001","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ceo",
"CNXM","CNX Midstream Partners LP","19.39","$1.23B","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/cnxm",
"CEIX","CNX Resources Corporation","38.35","$1.07B","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ceix",
"CNX","CNX Resources Corporation","17.78","$3.87B","1999","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cnx",
"CWAY","Coastway Bancorp, Inc.","27.7","$121.5M","2014","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","21.48","$910.5M","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/cobz",
"KOF","Coca Cola Femsa S.A.B. de C.V.","56.43","$11.85B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/kof",
"COKE","Coca-Cola Bottling Co. Consolidated","135.13","$1.26B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/coke",
"KO","Coca-Cola Company (The)","43.86","$186.64B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola European Partners plc","40.64","$19.75B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/cce",
"COCP","Cocrystal Pharma, Inc.","3.66","$109.52M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","3.82","$39.79M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","14.4","$766.66M","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","3.88","$47.83M","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","30.68","$273.82M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cvly",
"CDE","Coeur Mining, Inc.","7.6","$1.41B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/cde",
"JVA","Coffee Holding Co., Inc.","5.4","$30.79M","2005","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","53.4","$2.47B","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","44.61","$7.72B","1989","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","78.99","$46.28B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","6.55","$261.71M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cwbr",
"COHN","Cohen & Company Inc.","10.6001","$13.47M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cohn",
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","12.85","$349.64M","2006","n/a","n/a","https://www.nasdaq.com/symbol/fof",
"INB","Cohen & Steers Global Income Builder, Inc.","9.5","$219.85M","2007","n/a","n/a","https://www.nasdaq.com/symbol/inb",
"CNS","Cohen & Steers Inc","41.71","$1.95B","2004","Finance","Investment Managers","https://www.nasdaq.com/symbol/cns",
"UTF","Cohen & Steers Infrastructure Fund, Inc","22.7","$1.94B","2004","n/a","n/a","https://www.nasdaq.com/symbol/utf",
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","25.57","$737.2M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ldp",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","10.04","$269.01M","2013","n/a","n/a","https://www.nasdaq.com/symbol/mie",
"RQI","Cohen & Steers Quality Income Realty Fund Inc","12.02","$1.31B","2002","n/a","n/a","https://www.nasdaq.com/symbol/rqi",
"RNP","Cohen & Steers Reit and Preferred Income Fund Inc","19.42","$923.75M","2003","n/a","n/a","https://www.nasdaq.com/symbol/rnp",
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","26.85","$322.05M","2010","n/a","n/a","https://www.nasdaq.com/symbol/psf",
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.53","$327.48M","1993","n/a","n/a","https://www.nasdaq.com/symbol/rfi",
"COHR","Coherent, Inc.","156.42","$3.89B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","14","$945.75M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","24.51","$707.42M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/cohu",
"CFX","Colfax Corporation","30.65","$3.78B","2008","Capital Goods","Fluid Controls","https://www.nasdaq.com/symbol/cfx",
"CL","Colgate-Palmolive Company","64.81","$56.54B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/cl",
"CLCT","Collectors Universe, Inc.","14.74","$132.9M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","23.85","$788.1M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","75.7","$2.86B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/cigi",
"CLGN","CollPlant Holdings, Ltd.","5.97","$20.44M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/clgn",
"CXE","Colonial High Income Municipal Trust","4.98","$156.89M","1989","n/a","n/a","https://www.nasdaq.com/symbol/cxe",
"CIF","Colonial Intermediate High Income Fund","2.52","$49.47M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cif",
"CXH","Colonial Investment Grade Municipal Trust","9.25","$84.27M","1989","n/a","n/a","https://www.nasdaq.com/symbol/cxh",
"CMU","Colonial Municipal Income Trust","4.51","$127.7M","1987","n/a","n/a","https://www.nasdaq.com/symbol/cmu",
"CBAN","Colony Bankcorp, Inc.","16.9","$142.62M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cban",
"CLNS^D.CL","Colony Capital, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clns^d.cl",
"CLNY","Colony Capital, Inc.","6.24","$3.1B","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clny",
"CLNY^B","Colony Capital, Inc.","25.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^b",
"CLNY^E","Colony Capital, Inc.","25.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^e",
"CLNY^G","Colony Capital, Inc.","24.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^g",
"CLNY^H","Colony Capital, Inc.","23.1999","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^h",
"CLNY^I","Colony Capital, Inc.","23.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^i",
"CLNY^J","Colony Capital, Inc.","23.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/clny^j",
"CLNC","Colony Credit Real Estate, Inc.","20.73","$2.65B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/clnc",
"COLB","Columbia Banking System, Inc.","40.9","$3B","1992","Finance","Major Banks","https://www.nasdaq.com/symbol/colb",
"CLBK","Columbia Financial, Inc.","16.55","n/a","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/clbk",
"CXP","Columbia Property Trust, Inc.","22.71","$2.69B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cxp",
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","21.54","$331.25M","2009","n/a","n/a","https://www.nasdaq.com/symbol/stk",
"COLM","Columbia Sportswear Company","91.47","$6.4B","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","43.36","$1B","1996","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/cmco",
"CCZ","Comcast Corporation","56.009","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ccz",
"CMCSA","Comcast Corporation","32.81","$150.98B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cmcsa",
"CMA","Comerica Incorporated","90.92","$15.63B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cma",
"CMA.WS","Comerica Incorporated","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cma.ws",
"FIX","Comfort Systems USA, Inc.","45.8","$1.7B","1997","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/fix",
"CCNI","Command Center, Inc.","5.7001","$28.34M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/ccni",
"MOC","Command Security Corporation","1.55","$15.71M","n/a","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/moc",
"CBSH","Commerce Bancshares, Inc.","64.71","$6.9B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","25.77","$2.36B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbshp",
"CMC","Commercial Metals Company","21.11","$2.47B","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/cmc",
"CVGI","Commercial Vehicle Group, Inc.","7.34","$227.55M","2004","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","29.205","$5.61B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","3.81","$34.78M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"CBU","Community Bank System, Inc.","59.07","$3.01B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbu",
"ESXB","Community Bankers Trust Corporation.","8.95","$197.65M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","11.11","$83.75M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbi",
"CYH","Community Health Systems, Inc.","3.32","$386.11M","2000","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyh",
"CYHHZ","Community Health Systems, Inc.","0.01","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyhhz",
"CHCT","Community Healthcare Trust Incorporated","29.87","$543.03M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/chct",
"CTBI","Community Trust Bancorp, Inc.","49.95","$885.38M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","11.8","$96.95M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","65.85","$3B","2006","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvlt",
"CIG","Comp En De Mn Cemig ADS","1.84","$2.32B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cig",
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cig.c",
"CBD","Companhia Brasileira de Distribuicao","19.98","$5.32B","1997","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/cbd",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","6.01","$4.11B","2002","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","5.58","$1.53B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elp",
"CCU","Compania Cervecerias Unidas, S.A.","24.94","$4.61B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/ccu",
"CODI","Compass Diversified Holdings","17.3","$1.04B","2006","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/codi",
"CODI^A","Compass Diversified Holdings","22.72","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/codi^a",
"CODI^B","Compass Diversified Holdings","23.72","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/codi^b",
"CMP","Compass Minerals International, Inc.","65.75","$2.23B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/cmp",
"CGEN","Compugen Ltd.","3.3","$188.5M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","32.9","$463.43M","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","7.74","$111.24M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ctg",
"CIX","CompX International Inc.","13.2","$164.02M","1998","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cix",
"SCOR","comScore, Inc.","21.8","$1.2B","2018","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.62","$10.99M","2004","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/chci",
"LODE","Comstock Mining, Inc.","0.26","$13.88M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/lode",
"CRK","Comstock Resources, Inc.","10.51","$169.97M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crk",
"CMTL","Comtech Telecommunications Corp.","31.88","$753.71M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/cmtl",
"CAG","ConAgra Brands, Inc.","35.73","$14.06B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/cag",
"CNAT","Conatus Pharmaceuticals Inc.","4.28","$128.67M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","16.83","$393.75M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnce",
"CXO","Concho Resources Inc.","138.35","$20.62B","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cxo",
"CCM","Concord Medical Services Holdings Limited","4.15","$179.96M","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/ccm",
"CDOR","Condor Hospitality Trust, Inc.","10.4","$123.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cdor",
"CDOR","Condor Hospitality Trust, Inc.","10.4","$123.52M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cdor",
"CNDT","Conduent Incorporated","18.17","$3.82B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cndt",
"CFMS","ConforMIS, Inc.","1.25","$76.14M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","6.3","$53.68M","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cnfr",
"CNMD","CONMED Corporation","73.2","$2.05B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","65.32","$789.66M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","24.9","$801.4M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","33","$1.04B","2003","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/conn",
"COP","ConocoPhillips","69.62","$81.46B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cop",
"CCR","CONSOL Coal Resources LP","15.05","$414.18M","2015","Energy","Coal Mining","https://www.nasdaq.com/symbol/ccr",
"CNSL","Consolidated Communications Holdings, Inc.","12.36","$880.68M","2005","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","77.98","$24.23B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","12.9","$192.98M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwco",
"CTO","Consolidated-Tomoka Land Co.","61.51","$344.23M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/cto",
"CNAC","Constellation Alpha Capital Corp.","9.96","$184.56M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnac",
"CNACR","Constellation Alpha Capital Corp.","0.65","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnacr",
"CNACU","Constellation Alpha Capital Corp.","10.7","$198.27M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnacu",
"CNACW","Constellation Alpha Capital Corp.","0.36","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cnacw",
"STZ","Constellation Brands Inc","218.87","$41.88B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/stz",
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stz.b",
"CSTM","Constellium N.V.","10.3","$1.39B","2013","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/cstm",
"ROAD","Construction Partners, Inc.","13.17","$673.88M","2018","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/road",
"CPSS","Consumer Portfolio Services, Inc.","4.07","$86.5M","1992","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cpss",
"TCS","Container Store (The)","8.41","$406.18M","2013","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/tcs",
"MCF","Contango Oil & Gas Company","5.68","$145.76M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mcf",
"CBPX","Continental Building Products, Inc.","31.55","$1.17B","2014","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cbpx",
"CUO","Continental Materials Corporation","16.1","$27.34M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cuo",
"CLR","Continental Resources, Inc.","64.76","$24.35B","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/clr",
"CFRX","ContraFect Corporation","2.21","$162.79M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cfrx",
"CTRV","ContraVir Pharmaceuticals Inc.","1.3","$13.9M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","24.31","$632.29M","2013","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/ctrl",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","5.08","$507.3M","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/vlrs",
"CVON","ConvergeOne Holdings, Inc.","9.39","$717.04M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvon",
"CVG","Convergys Corporation","24.44","$2.24B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/cvg",
"IFON","Cool Holdings Inc.","3.49","$12.53M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/ifon",
"CTB","Cooper Tire & Rubber Company","26.3","$1.33B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","130.67","$2.36B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cps",
"CPA","Copa Holdings, S.A.","94.62","$3.99B","2005","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cpa",
"CPRT","Copart, Inc.","56.56","$13.14B","1994","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","5.05","$288.57M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","15.72","$1.81B","1982","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cort",
"CLB","Core Laboratories N.V.","126.21","$5.58B","1995","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/clb",
"CMT","Core Molding Technologies Inc","14.28","$112.71M","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/cmt",
"CXW","CoreCivic, Inc.","23.89","$2.83B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","51.9","$4.24B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/clgx",
"CORE","Core-Mark Holding Company, Inc.","22.7","$1.05B","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/core",
"CORR","CorEnergy Infrastructure Trust, Inc.","37.6","$448.4M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","25.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/corr^a",
"CPLG","CorePoint Lodging Inc.","25.9","$1.54B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cplg",
"COR","CoreSite Realty Corporation","110.82","$3.82B","2010","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cor",
"CVRS","Corindus Vascular Robotics, Inc.","0.8257","$155.88M","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cvrs",
"CORI","Corium International, Inc.","8.01","$289.48M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cori",
"CRMD","CorMedix Inc","0.2375","$19.45M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crmd",
"CSOD","Cornerstone OnDemand, Inc.","47.43","$2.74B","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/csod",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","13.99","$315.84M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","14.05","$626.1M","1987","n/a","n/a","https://www.nasdaq.com/symbol/clm",
"GLW","Corning Incorporated","27.51","$22.84B","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/glw",
"CAAP","Corporacion America Airports SA","8.44","$1.35B","2018","Transportation","Aerospace","https://www.nasdaq.com/symbol/caap",
"GYC","Corporate Asset Backed Corp CABCO","23.24","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyc",
"CCT","Corporate Capital Trust, Inc.","15.62","$1.97B","2017","n/a","n/a","https://www.nasdaq.com/symbol/cct",
"OFC","Corporate Office Properties Trust","28.99","$2.96B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ofc",
"CORV","Correvio Pharma Corp.","3.78","$130.94M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/corv",
"CRVL","CorVel Corp.","54","$1.02B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","10.98","$320.55M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crvs",
"CZZ","Cosan Limited","7.63","$1.86B","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/czz",
